Account length,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,International plan,Voice mail plan,Area_code_408,Area_code_415,Area_code_510,Churn
0.6822210010058372,1.2330815163510498,1.5726947070842956,0.4918174757855623,1.572962686177549,-0.05535765072871472,-0.038823491321079706,-0.05518408352234151,0.8412477569986426,-0.4792731491945915,0.8405707143299889,-0.06724429089466079,-0.5951753815690086,-0.06788466459064414,-0.4233834783627924,0.0,1.0,0.0,1.0,0.0,0
0.15048695757089559,1.3062475788836938,-0.3460213908316122,1.148016058507011,-0.34629960633214274,-0.09226761082547862,0.16002739996190468,-0.09175121686048165,1.0312779492625188,0.14141651159986188,1.0321270683525996,1.2849093269830787,-0.5951753815690086,1.2857451979912313,-0.4233834783627924,0.0,1.0,0.0,1.0,0.0,0
0.9101070196208121,-0.5960700469650547,1.1704131677144867,0.6937247320075465,1.1705718987138696,-1.5356413135568203,0.5080164597071274,-1.5361529837170163,-0.7671521177296255,0.19314064999939967,-0.7658905273596348,0.7367389413569679,0.21279272636166727,0.7307569543326622,-1.194882261157214,0.0,0.0,0.0,1.0,0.0,0
-0.4318884233340404,-0.5960700469650547,2.208559075765605,-1.4767782723787835,2.208718320571384,-2.6876205944716056,-0.5856634423492868,-2.6880176838684298,-0.09518968529138411,-0.5827214259936672,-0.09544328828049678,-1.3097638316471785,1.020760834292343,-1.3132241381659697,0.34811530443162925,1.0,0.0,1.0,0.0,0.0,0
-0.6597744419490154,-0.5960700469650547,-0.25147595991981403,0.6432479179520504,-0.251426981645584,-1.0091887248082418,1.1045691335560806,-1.0082149961476186,-0.2910970999964107,1.072451002791542,-0.29135319580362135,-0.030699598519586865,-0.5951753815690086,-0.027275768713188143,1.119614087226051,1.0,0.0,0.0,1.0,0.0,0
0.42901431365586495,-0.5960700469650547,0.7996467719819442,-0.11390429288039025,0.7998053194790421,0.3953323883475587,0.060601954320412495,0.39504874570350834,0.041945505002134495,0.9172785875929287,0.0438704237359477,-1.4193979087724005,0.6167767803270052,-1.4215145271725198,-1.194882261157214,1.0,0.0,0.0,0.0,1.0,0
0.5049763198608567,1.1599154538184053,0.7032475090914828,-0.6186724334353507,0.7027517149146323,2.8799554917033947,0.4085910140656352,2.8793283668634024,0.2123849557955074,0.9172785875929287,0.2136590102559895,-0.9808616002715119,1.020760834292343,-0.9748166725205012,1.119614087226051,0.0,1.0,0.0,0.0,1.0,0
1.1633137069707842,-0.5960700469650547,-0.4312976618500969,-1.0729637599348152,-0.43135782156836744,-1.887257249215465,-0.2873871054248102,-1.8881116420966149,0.1967123626191056,-0.2206524571969026,0.19624479625393354,-1.1270403697718083,0.6167767803270052,-1.1237159574045072,-1.194882261157214,1.0,0.0,0.0,1.0,0.0,0
1.011389694560801,2.1110742667427798,1.4521956284712192,-0.8205796896573349,1.4519183029567673,0.42252920105043734,0.5577291825278735,0.4224740957071137,2.4418113351387096,-0.16892831879736483,2.442678402519099,0.3712920176062275,0.21279272636166727,0.36527689143555575,-1.194882261157214,1.0,1.0,0.0,1.0,0.0,0
-0.6850951106840125,-0.5960700469650547,0.1378287555993556,1.349923314728995,0.13787792655098413,-0.7158516735129088,2.3970999268954793,-0.7156779294424974,-0.11282135261483661,-0.32410073399597816,-0.11285750228255195,-0.3961465222703273,0.21279272636166727,-0.39275583161029454,-1.194882261157214,0.0,0.0,0.0,1.0,0.0,0
1.6950477504057258,-0.5960700469650547,-0.9540782798329815,-0.21485792099138235,-0.9537025023139031,-1.852289918597478,-1.4307797303019705,-1.8515445087584748,-1.1883530593454326,1.4345199715883066,-1.188185216909482,0.3712920176062275,-0.9991594355343465,0.36527689143555575,-0.4233834783627924,0.0,0.0,1.0,0.0,0.0,0
-0.153361067249071,-0.5960700469650547,-0.4387129897647478,-0.6186724334353507,-0.4389912511408492,0.9198423476173598,-1.2319288390189862,0.9207012874392726,-0.18530709605569623,0.7621061723943153,-0.18686791179128798,0.7732836337320426,0.21279272636166727,0.7713658502101182,1.119614087226051,0.0,0.0,0.0,0.0,1.0,0
